,Breed,Gender,Neutered_or_spayed,Fur_colour_dominant,Fur_pattern,Eye_colour,Allowed_outdoor,Preferred_food,Country,Age_in_years,Body_length,Weight,Owner_play_time_minutes,Sleep_time_hours,Latitude,Longitude
646,Ragdoll,female,True,seal,tortie,blue,FALSE,wet,Germany,0.83,24.0,3.9,42.0,20.0,52.520008,13.404954
647,Ragdoll,female,False,seal,colorpoint,blue,FALSE,dry,USA,1.42,21.0,4.3,30.0,19.0,37.77493,-122.41942
648,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,1.0,28.0,4.4,16.0,18.0,40.71427,-74.00597
649,Ragdoll,female,False,seal,tortie,blue,FALSE,wet,USA,4.08,26.0,4.3,9.0,17.0,38.89511,-77.03637
650,Ragdoll,male,True,brown/chocolate,colorpoint,blue,TRUE,dry,USA,-1.0,31.0,4.4,17.0,15.0,38.89511,-77.03637
651,Ragdoll,female,False,seal,colorpoint,blue,FALSE,dry,USA,-1.0,26.0,3.9,11.0,17.0,38.89511,-77.03637
652,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,-1.0,26.0,4.0,17.0,19.0,47.60621,-122.33207
653,Ragdoll,male,True,red/cream,bicolor,green,FALSE,wet,USA,-4.25,28.0,4.8,14.0,13.0,45.52345,-122.67621
654,Ragdoll,female,True,seal,bicolor,blue,FALSE,wet,USA,-1.083333333,21.0,3.8,22.0,20.0,47.60621,-122.33207
655,ragdoll,female,True,brown/chocolate,colorpoint,blue,FALSE,wet,USA,-1.166666667,24.0,3.9,34.0,21.0,47.60621,-122.33207
656,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,dry,USA,4.75,27.0,4.7,16.0,13.0,40.71427,-74.00597
657,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,1.17,26.0,4.1,38.0,18.0,41.881832,-87.623177
658,Ragdoll,female,False,brown/chocolate,colorpoint,blue,FALSE,dry,Canada,1.17,22.0,3.8,4.0,20.0,45.508888,-73.561668
659,Ragdoll,female,True,seal,colorpoint,green,FALSE,dry,Canada,1.17,20.0,4.3,30.0,15.0,45.42153,-75.697193
660,Ragdoll,female,True,seal,tortie,blue,FALSE,dry,Canada,1.25,26.0,3.8,27.0,18.0,45.42153,-75.697193
661,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,Canada,1.25,21.0,3.5,34.0,17.0,45.508888,-73.561668
662,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,Canada,1.25,27.0,3.8,19.0,20.0,49.246292,-123.116226
663,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,dry,Canada,1.25,25.0,4.7,22.0,18.0,51.049999,-114.066666
664,Ragdoll,female,True,seal,colorpoint,blue,TRUE,wet,Canada,1.33,27.0,3.6,38.0,16.0,51.049999,-114.066666
665,Ragdoll,female,True,brown/chocolate,colorpoint,blue,FALSE,dry,Canada,1.42,21.0,3.8,29.0,21.0,45.508888,-73.561668
666,Ragdoll,female,True,seal,bicolor,blue,FALSE,wet,Canada,1.42,28.0,4.2,19.0,21.0,51.049999,-114.066666
667,Ragdoll,female,True,seal,bicolor,blue,FALSE,dry,Canada,1.42,27.0,4.1,36.0,19.0,43.65107,-79.347015
668,Ragdoll,male,False,brown/chocolate,colorpoint,blue,FALSE,dry,UK,1.5,29.0,5.1,3.0,18.0,53.800755,-1.549077
669,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,UK,1.5,23.0,3.9,4.0,20.0,53.800755,-1.549077
670,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,dry,UK,1.5,28.0,4.1,37.0,17.0,53.408371,-2.991573
671,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,UK,1.5,28.0,4.4,10.0,21.0,53.800755,-1.549077
672,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,UK,4.0,27.0,4.5,23.0,15.0,53.800755,-1.549077
673,Ragdoll,male,True,brown/chocolate,colorpoint,blue,TRUE,wet,UK,3.42,28.0,4.9,10.0,15.0,53.800755,-1.549077
674,Ragdoll,male,False,red/cream,bicolor,blue,FALSE,wet,UK,1.58,28.0,4.4,35.0,19.0,53.800755,-1.549077
675,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,UK,1.58,22.0,4.2,30.0,18.0,52.486244,-1.890401
676,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,UK,1.58,26.0,4.1,20.0,20.0,52.486244,-1.890401
677,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,UK,5.67,26.0,4.7,18.0,15.0,51.507351,-0.127758
678,Ragdoll,female,True,seal,colorpoint,green,FALSE,dry,UK,5.67,27.0,4.9,12.0,16.0,51.507351,-0.127758
679,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,UK,1.67,31.0,4.7,30.0,19.0,53.800755,-1.549077
680,Ragdoll,female,True,seal,tortie,blue,FALSE,wet,UK,1.67,20.0,3.5,32.0,20.0,53.480759,-2.242631
681,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,UK,3.92,28.0,5.0,2.0,15.0,53.800755,-1.549077
682,Ragdoll,male,False,seal,colorpoint,blue,TRUE,wet,Canada,1.75,29.0,4.1,11.0,17.0,49.246292,-123.116226
683,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,Canada,1.83,28.0,4.0,25.0,16.0,49.246292,-123.116226
684,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,Canada,1.83,26.0,4.9,32.0,21.0,51.049999,-114.066666
685,rack doll,female,True,seal,colorpoint,blue,FALSE,wet,Canada,1.83,24.0,3.8,4.0,17.0,43.65107,-79.347015
686,Ragdoll,male,True,seal,mitted,blue,FALSE,dry,Canada,1.92,31.0,4.8,35.0,19.0,49.246292,-123.116226
687,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,Canada,4.5,26.0,5.1,12.0,15.0,51.049999,-114.066666
688,ragdoll,male,True,red/cream,bicolor,green,FALSE,wet,Canada,4.0,30.0,5.0,13.0,15.0,51.049999,-114.066666
689,Ragdoll,male,False,seal,colorpoint,blue,FALSE,dry,Canada,4.25,30.0,5.2,7.0,15.0,45.508888,-73.561668
690,Ragdoll,female,True,brown/chocolate,colorpoint,blue,FALSE,dry,Canada,2.0,21.0,4.0,22.0,17.0,45.42153,-75.697193
691,Ragdoll,male,True,red/cream,colorpoint,green,FALSE,dry,Canada,2.0,27.0,4.9,29.0,15.0,45.508888,-73.561668
692,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,Canada,2.0,20.0,3.5,20.0,15.0,45.42153,-75.697193
693,Ragdoll,female,True,brown/chocolate,colorpoint,blue,FALSE,wet,USA,2.0,23.0,3.9,22.0,15.0,42.35843,-71.05977
694,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,5.17,26.0,4.7,13.0,15.0,40.71427,-74.00597
695,Ragdoll,female,True,seal,mitted,green,FALSE,wet,USA,2.08,23.0,4.33,8.0,17.0,42.35843,-71.05977
696,Ragdoll,female,True,seal,colorpoint,green,FALSE,dry,USA,2.08,21.0,4.72,34.0,15.0,47.60621,-122.33207
697,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,2.08,25.0,6.05,5.0,15.0,47.60621,-122.33207
698,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,2.08,43.903435468895076,5.740900649953575,12.0,16.0,42.35843,-71.05977
699,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,2.17,43.903435468895076,5.740900649953575,23.0,16.0,38.89511,-77.03637
700,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,2.17,43.903435468895076,5.740900649953575,29.0,15.0,38.89511,-77.03637
701,Ragdoll,female,True,seal,colorpoint,green,FALSE,dry,USA,2.17,43.903435468895076,5.740900649953575,6.0,15.0,42.35843,-71.05977
702,Ragdoll,female,True,seal,bicolor,blue,FALSE,wet,USA,2.17,43.903435468895076,5.740900649953575,28.0,15.0,38.89511,-77.03637
703,Ragdoll,male,True,brown/chocolate,colorpoint,green,FALSE,dry,USA,5.92,27.0,8.62,29.0,15.0,42.35843,-71.05977
704,Ragdoll,female,True,brown/chocolate,colorpoint,blue,FALSE,wet,USA,2.25,25.0,6.78,16.0,16.0,42.35843,-71.05977
705,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,2.33,36.0,5.3,12.0,15.0,42.35843,-71.05977
706,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,2.33,31.0,6.87,31.0,15.0,38.89511,-77.03637
707,Ragdoll,female,True,brown/chocolate,colorpoint,green,FALSE,wet,USA,2.33,20.0,4.7,24.0,15.0,38.89511,-77.03637
708,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,2.33,28.0,6.3,7.0,15.0,40.71427,-74.00597
709,rack doll,female,True,brown/chocolate,tortie,blue,FALSE,dry,USA,2.42,22.0,5.3,1.0,15.0,47.60621,-122.33207
710,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,2.42,28.0,4.39,5.0,15.0,39.29038,-76.61219
711,Ragdoll,male,True,red/cream,bicolor,blue,FALSE,wet,USA,2.5,27.0,6.8,21.0,15.0,47.60621,-122.33207
712,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,2.5,29.0,6.77,3.0,15.0,45.52345,-122.67621
713,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,2.5,24.0,4.88,21.0,17.0,40.71427,-74.00597
714,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,2.5,27.0,6.72,8.0,15.0,45.52345,-122.67621
715,Ragdoll,male,True,seal,colorpoint,green,FALSE,dry,USA,2.58,28.0,5.0,14.0,15.0,39.29038,-76.61219
716,Ragdoll,male,True,seal,bicolor,green,FALSE,dry,USA,2.67,53.0,6.15,32.0,15.0,37.77493,-122.41942
717,Ragdoll,female,True,seal,tortie,blue,TRUE,wet,USA,2.67,40.0,4.61,22.0,15.0,45.52345,-122.67621
718,Ragdoll,female,False,seal,colorpoint,blue,FALSE,dry,USA,2.67,45.0,5.31,22.0,15.0,42.35843,-71.05977
719,Ragdoll,male,False,red/cream,bicolor,blue,FALSE,wet,USA,2.67,51.0,5.53,25.0,15.0,40.71427,-74.00597
720,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,2.67,52.0,7.41,5.0,15.0,42.35843,-71.05977
721,Ragdoll,female,False,brown/chocolate,mitted,green,FALSE,wet,USA,2.75,43.0,4.65,21.0,17.0,40.71427,-74.00597
722,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,USA,2.75,47.0,4.63,34.0,17.0,38.89511,-77.03637
723,Ragdoll,female,False,brown/chocolate,bicolor,green,FALSE,wet,USA,2.75,48.0,6.0,15.0,17.0,42.35843,-71.05977
724,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,2.83,38.0,5.3,31.0,17.0,38.89511,-77.03637
725,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,2.83,43.0,5.97,29.0,15.0,37.77493,-122.41942
726,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,2.83,51.0,5.67,24.0,17.0,38.89511,-77.03637
727,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,2.83,49.0,8.92,41.0,15.0,37.77493,-122.41942
728,Ragdoll,male,False,seal,colorpoint,blue,TRUE,wet,USA,2.92,43.0,6.96,5.0,15.0,42.35843,-71.05977
729,Ragdoll,male,True,red/cream,bicolor,green,FALSE,dry,USA,2.92,44.0,6.7,17.0,15.0,38.89511,-77.03637
730,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,3.0,45.0,6.1,38.0,15.0,38.89511,-77.03637
731,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,3.0,55.0,9.0,12.0,16.0,40.71427,-74.00597
732,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,3.0,51.0,7.65,30.0,17.0,40.71427,-74.00597
733,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,3.0,44.0,5.64,24.0,15.0,45.52345,-122.67621
734,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,3.0,50.0,7.48,27.0,17.0,40.71427,-74.00597
735,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,wet,USA,3.0,22.0,5.5,13.0,17.0,41.881832,-87.623177
736,Ragdoll,female,True,brown/chocolate,tortie,green,FALSE,wet,USA,-3.083333333,41.0,5.35,24.0,15.0,41.881832,-87.623177
737,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,-3.083333333,45.0,4.4,25.0,15.0,37.77493,-122.41942
738,rack doll,female,True,seal,colorpoint,blue,FALSE,dry,USA,-3.083333333,39.0,6.75,12.0,15.0,47.60621,-122.33207
739,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,-3.166666667,38.0,5.73,2.0,15.0,42.35843,-71.05977
740,Ragdoll,male,True,brown/chocolate,colorpoint,green,FALSE,wet,USA,-3.166666667,43.0,6.56,25.0,15.0,41.881832,-87.623177
741,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,-3.166666667,48.0,6.39,32.0,16.0,41.881832,-87.623177
742,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,-3.166666667,47.0,4.38,14.0,16.0,40.71427,-74.00597
743,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,3.17,46.0,7.79,13.0,15.0,40.71427,-74.00597
744,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,3.17,39.0,5.34,29.0,17.0,38.89511,-77.03637
745,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,3.17,47.0,6.42,26.0,15.0,38.89511,-77.03637
746,Ragdoll,female,True,red/cream,colorpoint,green,FALSE,wet,USA,3.17,41.0,6.77,16.0,15.0,45.52345,-122.67621
747,Ragdoll,female,True,seal,colorpoint,blue,TRUE,dry,USA,3.17,38.0,3.98,22.0,15.0,39.29038,-76.61219
748,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,dry,USA,3.25,52.0,6.8,1.0,15.0,39.29038,-76.61219
749,Ragdoll,female,False,brown/chocolate,colorpoint,blue,FALSE,wet,USA,3.25,39.0,4.22,31.0,15.0,45.52345,-122.67621
750,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,3.25,31.0,5.4,2.0,15.0,45.52345,-122.67621
751,Ragdoll,male,True,red/cream,bicolor,blue,FALSE,wet,USA,3.25,48.0,7.78,16.0,16.0,38.89511,-77.03637
752,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,3.25,49.0,7.87,20.0,15.0,39.29038,-76.61219
753,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,USA,3.25,47.0,4.44,30.0,15.0,42.35843,-71.05977
754,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,dry,USA,3.25,30.0,4.9,29.0,15.0,41.881832,-87.623177
755,Ragdoll,male,False,brown/chocolate,colorpoint,blue,FALSE,wet,USA,3.33,50.0,6.3,2.0,15.0,38.89511,-77.03637
756,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,dry,USA,3.33,43.0,6.35,22.0,15.0,40.71427,-74.00597
757,Ragdoll,female,False,seal,colorpoint,blue,FALSE,dry,USA,3.33,47.0,4.59,27.0,17.0,40.71427,-74.00597
758,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,3.33,53.0,6.67,24.0,15.0,42.35843,-71.05977
759,Ragdoll,female,False,seal,colorpoint,green,TRUE,dry,USA,3.33,50.0,4.88,27.0,15.0,38.89511,-77.03637
760,Ragdoll,female,False,seal,tortie,blue,FALSE,wet,USA,3.33,39.0,4.72,31.0,16.0,42.35843,-71.05977
761,rack doll,female,True,seal,bicolor,blue,FALSE,wet,USA,3.33,42.0,6.07,30.0,15.0,47.60621,-122.33207
762,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,3.33,43.0,7.65,35.0,15.0,40.71427,-74.00597
763,Ragdoll,male,False,seal,colorpoint,blue,FALSE,dry,USA,3.42,50.0,6.83,7.0,15.0,47.60621,-122.33207
764,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,3.42,29.0,8.5,22.0,15.0,47.60621,-122.33207
765,Ragdoll,female,False,seal,colorpoint,green,FALSE,wet,USA,3.5,47.0,5.36,9.0,15.0,39.29038,-76.61219
766,Ragdoll,male,False,brown/chocolate,colorpoint,blue,FALSE,wet,USA,3.5,46.0,6.79,4.0,15.0,39.29038,-76.61219
767,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,3.5,51.0,7.32,22.0,15.0,37.77493,-122.41942
768,Ragdoll,female,False,seal,colorpoint,green,FALSE,dry,France,3.5,40.0,4.69,17.0,15.0,43.61166,3.87771
769,Ragdoll,male,True,seal,colorpoint,blue,TRUE,dry,France,3.58,43.0,6.68,25.0,17.0,44.837789,-0.57918
770,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,France,3.58,48.0,3.98,31.0,15.0,44.837789,-0.57918
771,Ragdoll,male,False,brown/chocolate,colorpoint,blue,FALSE,wet,France,3.58,50.0,8.02,13.0,15.0,45.76342,4.834277
772,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,France,3.58,51.0,8.33,18.0,16.0,43.61166,3.87771
773,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,France,3.58,45.0,6.79,3.0,15.0,48.864716,2.349014
774,Ragdoll,female,False,seal,colorpoint,green,FALSE,wet,France,3.67,41.0,6.32,9.0,17.0,48.864716,2.349014
775,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,France,3.67,38.0,4.26,23.0,16.0,48.864716,2.349014
776,Ragdoll,female,False,brown/chocolate,colorpoint,blue,FALSE,wet,France,3.67,44.0,4.91,6.0,15.0,48.864716,2.349014
777,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,France,3.75,42.0,6.76,4.0,17.0,47.218371,-1.553621
778,Ragdoll,male,True,red/cream,bicolor,blue,FALSE,wet,France,3.75,49.0,5.6,31.0,15.0,45.76342,4.834277
779,Ragdoll,male,False,seal,colorpoint,blue,FALSE,dry,USA,3.83,53.0,7.54,6.0,15.0,38.89511,-77.03637
780,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,wet,USA,3.83,45.0,7.93,29.0,16.0,39.29038,-76.61219
781,wrack doll,female,True,seal,colorpoint,green,FALSE,dry,USA,3.83,45.0,5.22,29.0,15.0,39.29038,-76.61219
782,Ragdoll,male,True,red/cream,bicolor,blue,TRUE,wet,USA,3.83,46.0,8.6,13.0,17.0,47.60621,-122.33207
783,Ragdoll,female,False,seal,tortie,blue,FALSE,wet,USA,3.83,40.0,3.74,16.0,16.0,39.29038,-76.61219
784,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,USA,3.83,40.0,6.89,7.0,15.0,38.89511,-77.03637
785,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,3.92,46.0,8.13,21.0,17.0,42.35843,-71.05977
786,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,3.92,46.0,7.33,4.0,15.0,40.71427,-74.00597
787,Ragdoll,female,False,seal,colorpoint,amber,FALSE,wet,USA,3.92,38.0,5.81,21.0,12.0,41.881832,-87.623177
788,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,4.0,43.903435468895076,5.740900649953575,13.0,12.0,45.52345,-122.67621
789,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,4.08,43.903435468895076,5.740900649953575,29.0,16.0,42.35843,-71.05977
790,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,4.08,43.903435468895076,5.740900649953575,5.0,17.0,39.29038,-76.61219
791,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,4.17,43.903435468895076,5.740900649953575,19.0,12.0,45.52345,-122.67621
792,Ragdoll,male,True,seal,colorpoint,blue,TRUE,dry,USA,4.25,43.903435468895076,5.740900649953575,30.0,16.0,38.89511,-77.03637
793,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,4.33,43.903435468895076,5.740900649953575,32.0,16.0,42.35843,-71.05977
794,Ragdoll,male,False,red/cream,colorpoint,blue,FALSE,wet,USA,4.33,43.903435468895076,5.740900649953575,33.0,12.0,38.89511,-77.03637
795,Ragdoll,male,False,seal,colorpoint,blue,FALSE,dry,USA,4.33,43.903435468895076,5.740900649953575,18.0,15.0,45.52345,-122.67621
796,Ragdoll,male,True,red/cream,bicolor,blue,FALSE,dry,USA,4.42,53.0,5.7,17.0,16.0,38.89511,-77.03637
797,Ragdoll,female,False,brown/chocolate,colorpoint,blue,FALSE,dry,USA,4.42,46.0,4.75,8.0,12.0,38.89511,-77.03637
798,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,4.42,44.0,5.56,7.0,12.0,45.52345,-122.67621
799,Ragdoll,female,False,seal,bicolor,green,FALSE,wet,USA,4.42,50.0,5.09,13.0,12.0,39.29038,-76.61219
800,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,4.5,40.0,6.93,3.0,12.0,37.77493,-122.41942
801,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,4.5,45.0,6.47,20.0,16.0,37.77493,-122.41942
802,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,4.5,41.0,5.38,9.0,17.0,47.60621,-122.33207
803,Ragdoll,female,False,brown/chocolate,bicolor,green,FALSE,wet,USA,4.58,46.0,5.5,14.0,16.0,40.71427,-74.00597
804,Ragdoll,male,True,seal,colorpoint,green,TRUE,wet,USA,4.58,50.0,8.46,28.0,17.0,38.89511,-77.03637
805,Ragdoll,male,True,seal,mitted,blue,FALSE,wet,USA,4.58,46.0,8.05,25.0,16.0,39.29038,-76.61219
806,Ragdoll,female,True,red/cream,tortie,blue,FALSE,wet,USA,4.58,38.0,5.71,27.0,12.0,42.35843,-71.05977
807,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,4.58,47.0,8.38,15.0,12.0,40.71427,-74.00597
808,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,4.58,39.0,4.23,18.0,12.0,37.77493,-122.41942
809,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,4.58,46.0,6.18,12.0,12.0,42.35843,-71.05977
810,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,4.67,57.0,8.54,22.0,12.0,37.77493,-122.41942
811,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,4.67,44.0,6.27,7.0,12.0,42.35843,-71.05977
812,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,4.67,48.0,5.81,17.0,12.0,40.71427,-74.00597
813,Ragdoll,female,False,seal,colorpoint,blue,FALSE,dry,USA,4.75,42.0,5.49,11.0,16.0,47.60621,-122.33207
814,wrack doll,male,True,seal,colorpoint,blue,FALSE,wet,USA,4.75,44.0,5.73,27.0,15.0,40.71427,-74.00597
815,Ragdoll,female,True,seal,colorpoint,green,FALSE,wet,USA,4.83,40.0,4.44,36.0,12.0,38.89511,-77.03637
816,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,4.83,52.0,7.72,0.0,12.0,38.89511,-77.03637
817,Ragdoll,male,False,red/cream,bicolor,blue,FALSE,wet,USA,4.83,43.0,6.95,11.0,12.0,38.89511,-77.03637
818,Ragdoll,male,False,seal,colorpoint,blue,FALSE,dry,USA,4.83,57.0,7.98,31.0,12.0,42.35843,-71.05977
819,Ragdoll,female,True,brown/chocolate,colorpoint,green,FALSE,wet,USA,4.83,44.0,4.21,35.0,12.0,41.881832,-87.623177
820,Ragdoll,male,True,seal,colorpoint,green,FALSE,dry,USA,4.83,51.0,8.14,6.0,12.0,42.35843,-71.05977
821,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,4.92,38.0,6.21,27.0,16.0,38.89511,-77.03637
822,Ragdoll,male,True,seal,solid,blue,FALSE,wet,USA,4.92,43.903435468895076,5.740900649953575,14.0,12.0,42.35843,-71.05977
823,Ragdoll,male,True,seal,solid,blue,FALSE,dry,USA,4.92,43.903435468895076,5.740900649953575,36.0,12.0,38.89511,-77.03637
824,Ragdoll,male,True,seal,solid,blue,FALSE,wet,USA,4.92,43.903435468895076,5.740900649953575,14.0,12.0,40.71427,-74.00597
825,Ragdoll,male,True,seal,solid,blue,FALSE,wet,USA,4.92,43.903435468895076,5.740900649953575,14.0,15.0,41.881832,-87.623177
826,Ragdoll,female,False,brown/chocolate,colorpoint,green,FALSE,wet,USA,5.08,40.0,4.16,32.0,16.0,39.29038,-76.61219
827,Ragdoll,female,False,seal,colorpoint,blue,FALSE,dry,USA,5.08,44.0,6.75,9.0,15.0,37.77493,-122.41942
828,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,5.08,48.0,6.71,7.0,15.0,38.89511,-77.03637
829,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,5.17,51.0,7.78,6.0,16.0,37.77493,-122.41942
830,Ragdoll,male,False,red/cream,colorpoint,blue,FALSE,dry,USA,5.17,49.0,7.06,12.0,12.0,42.35843,-71.05977
831,Ragdoll,female,True,seal,colorpoint,green,FALSE,wet,USA,5.17,50.0,5.59,10.0,17.0,42.35843,-71.05977
832,Ragdoll,female,False,brown/chocolate,colorpoint,blue,FALSE,dry,USA,5.25,50.0,4.88,33.0,12.0,40.71427,-74.00597
833,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,5.25,45.0,5.97,30.0,12.0,47.60621,-122.33207
834,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,5.42,61.0,9.19,11.0,12.0,39.29038,-76.61219
835,Ragdoll,male,False,seal,colorpoint,blue,FALSE,dry,USA,5.5,45.0,6.63,23.0,12.0,38.89511,-77.03637
836,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,5.5,48.0,8.74,10.0,12.0,40.71427,-74.00597
837,Ragdoll,male,True,red/cream,bicolor,blue,FALSE,dry,USA,5.5,47.0,7.43,20.0,15.0,47.60621,-122.33207
838,wrack doll,male,False,red/cream,bicolor,green,FALSE,wet,Germany,5.58,52.0,7.3,1.0,15.0,48.137154,11.576124
839,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,Germany,5.58,48.0,6.17,17.0,15.0,50.110924,8.682127
840,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,Germany,5.58,42.0,6.52,9.0,17.0,51.227741,6.773456
841,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,Germany,5.58,52.0,7.55,26.0,12.0,50.110924,8.682127
842,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,Germany,5.58,46.0,6.17,15.0,12.0,50.110924,8.682127
843,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,Germany,5.67,43.0,5.58,24.0,12.0,50.110924,8.682127
844,Ragdoll,female,True,seal,colorpoint,green,FALSE,wet,Germany,5.67,43.0,7.21,3.0,15.0,51.227741,6.773456
845,wrack doll,male,False,red/cream,colorpoint,blue,FALSE,wet,Germany,5.67,46.0,5.62,32.0,12.0,51.227741,6.773456
846,Ragdoll,male,False,red/cream,colorpoint,blue,FALSE,wet,Germany,5.67,52.0,5.94,30.0,12.0,51.227741,6.773456
847,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,Germany,5.67,45.0,5.87,14.0,12.0,52.520008,13.404954
848,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,5.67,41.0,4.95,9.0,12.0,38.89511,-77.03637
